Author,Review URL,Description,Rating
Mahesh V,https://www.zoma.to/zzrXAKg,Today lunch for Meghan foods I'm oder for sholay chicken & chicken boneless biriyani  good taste service Mr ejarul good sarivice oder Taker Mr kamdev good suggestion so lovely food ,5.0
Tulasi Ram Potu,https://www.zoma.to/OdBNmOE,Today lunch Meghna foods today sol chicken leg roast  dargoan chicken & paner 65good tasty &sarivice Mr Rahim &Oder taker Mr Mahindra nayak ,5.0
Shubhi Agarwal,https://www.zoma.to/YKLywDq,"I like their paneer biryani, tastes really good.<br/>But the taste is not constant and always varies time to time.",4.0
Tushar Goyal,https://www.zoma.to/yXvwNlY,I ordered paneer biryani. Food was served hot and biryani is finger licking. Though the place was over crowded.,4.0
Sai Nikhil,https://www.zoma.to/yXvaGQx,Today I'm lunch for Meghana restaurants I'm oder for leaf chicken &boneless briyani good taste is Mr rahim good sarivice ambience exlent,5.0
Neha Singh | @khandaani_foodie,https://www.zoma.to/kMxRKqy,"First time I visited and loved the biryani, it was affordable and tasty 😋 service was good , definitely should visit with family and friends.",5.0
Rajeevsunagar68,https://www.zoma.to/QboMKEB,Today diner for meghana restaurant I'm oder for leg roast &mutton curry  &roti so good tast is exlentnt sarivice Mr Sanjt extent sarivice Oder take Mr kamdev good suggestion so lovely food🥰🥰🥰,5.0
Rahul D,https://www.zoma.to/Odrkxkk,Meghna Foods is one place that will never disappoint you. The taste is great and well maintained over the years. A place not to miss for its biryani. Highly recommend is Meghna’s special biryani. Quantity is good in comparison to price.,4.0
Murali,https://www.zoma.to/wAnnnlD,I had Lunch today meghana foods <br/>Meghana chicken555/ meghana spl biriyani the food was good <br/>exlant Service  all the best♡<br/><br/>,5.0
LOKESWAR RAO,https://www.zoma.to/PKGwlBN,I had lunch today chilli paneer and paneer biryani the food was spicy and taste feels i had great lunch today<br/>The capatin was kamdev and the server was mr arif done a great service i feel like they behave with us truly good manner..😍😍😍😍🤩🤩<br/>Excellent staff..,5.0
Sai Nikhil,https://www.zoma.to/XBlLXoy,"Today I came for the lunch in the Meghana foods,I ordered restaurant special leaf chicken and I was simply outstanding and staff out here are very friendly and great and fast service especially kamdev and waiter suresh.",5.0
SunDeep Kishan,https://www.zoma.to/XBlLkGw,Today I'm luch for Meghna restaurant I'm oder for toonduri chicken & chilly paner exlent tast is biryani chicken fry briyani good tast sarivice mr Suresh exlent sarivice oder taker mr kamdev good suggestion 🥰🥰🥰,5.0
Vikrant Krishna,https://www.zoma.to/ddLpknP,I'm today for diner Meghna foods I'm oder for mutton pepar fry &meghna spl briyani good tasy mr komal exlent sarivice &oder taker mr prasad good suggestion lovely food 🥰🥰🥰🥰,5.0
Hari,https://www.zoma.to/DDYdnpx,Prasad Sir and raheem(waiter) are very attentive and good at suggesting food. We had a very Happy meal 😁,5.0
Meraze,https://www.zoma.to/LmKyXrq,Today lunch for meghana restaurant spl starters leg roast good taste and spl briyani chicken fry briyani exlent good sarivice is ambinace exlent I'm very happy for meghana food restarent 🥰🥰🥰,5.0
Md Ansarul,https://www.zoma.to/MawrXzK,I am going meghana foods nice biriyani good taste Ansari good service Mahendra captain <br/>Starter very good<br/><br/>,5.0
Srinivasa,https://www.zoma.to/aZRybGQ,Today I wisited Meghana <br/>Food and Service is very good<br/>Sholy chicken and chilly chicken andra style taste was Supper,5.0
Vijay Viji,https://www.zoma.to/qzRKdqn,I had  today launch in Meghana food s grand me and my friends 14members  tottely happy very good services thank you so mach mr ramesh and lakshmi pathi all tha best gyes,5.0
Debasish,https://www.zoma.to/kMYXDRX,I'm today diner for Meghana restaurant I'm oder for boneless Briyani good taste is expensive sarivice Mr laxman,5.0
Gowthampx,https://www.zoma.to/EzaNrlw,Quality of food is good and Good service by Ramesh.I prefer having here. Quality of food is good and Good service<br/><br/>     ,5.0
Srikanth,https://www.zoma.to/KPOGEyy,I had spl chicken biriyani  test is  very good. <br/>Lakshmi pathi explneshan  is very clear <br/>Viswanth waitar sarvice is good <br/>,5.0
Md Shahjad,https://www.zoma.to/QbqzKxq, Ihad mutton Biryani ameging test.....<br/>Sarvice also very quickly <br/>One of the best Biryani place banglore<br/><br/><br/><br/><br/>One of the best<br/>Sa,5.0
Suresh Kumar,https://www.zoma.to/OdxAYvm,I'm tody diner for Meghna restaurant I'm oder for Meghna spl biryani & chi 65 good tasty sarivice mr md Rahim exlent sarivice &mr kamdev good oder taker good suggestion 🥰🥰🥰🥰,5.0
Sandeep Kumar,https://www.zoma.to/nLkAOkl,I'm going for dinner for boneless briyani &chicken 65 lemon chicken good tasy mr kamdev good smile &good odertaker&mr Suresh smile so good &exlent sarivice,5.0
Sekhar Dolai,https://www.zoma.to/kMDAeqd,Today I'm diner for Meghna foods I'm oder for chicken fry briyani good taste juice so good ginjer soda good taste mr Ansari exlent sarivice &oder taker me kamdev good suggestion 🥰🥰🥰,5.0
Rajmani,https://www.zoma.to/KPOBvDz,I'm diner for today Meghna foods I'm doer for gobi munchiriyan &today Sol chicken fry briyani good tasy is exlent oder taker mr kaxmi pati good suggestion &sarivice mr Rahim exlent sarivice ,5.0
Md Ekram,https://www.zoma.to/BNvMnRR,"Like the food and quality and portion size was good. Biryani bis my fav, would love to bring my friends",5.0
Karthik,https://www.zoma.to/kMOkXZN,"Biryani taste reduced drastically. We use to wait 30 mins outside for table. Now, everything changed. Starters are fine. Rice is biryani is very flat in taste. Its like boiled jeera rice",3.0
Lakshmi Pathi,https://www.zoma.to/vxBbDBL,"I had chiken fry biriyani , chiken leg rost teast is very good👌👌👌 in caption lakshmi pathi in very good response in best place in biriyani 👍👍👍👍👍",5.0
Viswa Chaithanya,https://www.zoma.to/xxZlLyz,,5.0
Rahul,https://www.zoma.to/BNvlaML,The service was excellent <br/>Food was tasty with hygiene <br/>The price is decent<br/>The sever basvaraj captian manoj ,5.0
Sneha R,https://www.zoma.to/wABwpbK,"Perfect lunch, the food was accurate and unto the nark, we ordered chicken chilli , 1 boneless chicken Binyani 1 paneer biryani & fried chicken Binyani. The service is awesome, all the staff are wearing mask and the restaurant is well sanitized. We were served by laksham (waiter) & Muslims (captain), it was a nice experience.  Must visit. <br/><br/>",5.0
Dushyanth Simha,https://www.zoma.to/baqwEga,Humble service by suresh and Murali.<br/>Very friendly nature by Murali and we are easy to give orders. Murali gave good information on the varieties of food available and we really liked it a lot. Suresh too a pleasing person served food with a smiley face. <br/>Really a great place to have food with family and nice time to spend here.,5.0
Mounika Rachamalla,https://www.zoma.to/eabDXZA,,5.0
Uzma Sundke,https://www.zoma.to/RqkQrNN,Very good service by Md Rahim..didn't remember name...but very nicely took suggestions n followed instructions...Taste is maintained ..Good service and taste.,4.0
Pavithra,https://www.zoma.to/KPLwopg,,4.0
Deeptimayee Pradhan,https://www.zoma.to/OdYllEa,Today I went Meghana Foods and I really enjoy my diner. Specially thanks to Mr. kesav served our food and Captain Mr. Kamdev i'm oder chilly chicken andrastayil Good tasty so lovely food 🥰🥰 ,5.0
Abhisek Mohanty,https://www.zoma.to/eabmmeE,Today I'm going Meghna foods oder taken Mr.kamdev good suggestion good Mr kesav is really good  srivice chicken leg roast mutton briyani good abminace exlent <br/>,5.0
Abhishek Vk,https://www.zoma.to/xxZkeYb,"Just amazing, whenever I want to stuff my stomach Meghana foods is the first thing that comes to mind<br/>",5.0
Thulasiram Reddy,https://www.zoma.to/NqYlaEe,"Hi Team,<br/>We really love the food and the way staff servers food and they maintain hygiene during this pandemic.<br/>",5.0
RAXXH,https://www.zoma.to/EzLxezv,I had spl ckn biriyani very tasty and service also good best place for dining maintenance also good decent 👍👍👍,5.0
Utsav Agrawal,https://www.zoma.to/rwRvyag,Too high and no discounts <br/>,1.0
Ande Vigneshsai Roshan,https://www.zoma.to/vxzMMKe,,5.0
Gazal Mittal,https://www.zoma.to/ZPkwavG,,5.0
Sreepathy Ramanujam,https://www.zoma.to/AMnrKAB,I gave instructions not to put spicy but they have added..it's very bad..too much spicy.. Taking spicy foods is not good for health..,1.0
Gopi,https://www.zoma.to/PKXdNvX,The restaurant delivered boneless biryani instead of Meghana special biryani. The support executive or restaurant not agreeing even after sharing pics. Pathetic service,1.0
Satyendra Shaw,https://www.zoma.to/BNAmpwL,,2.0
Mahendra Banavath,https://www.zoma.to/NqAynna,I'm oder for mutton pepar fry & chicken briyani so good and tasty ilike meghana foods  ambinace and sariivece is good ,5.0
Ashish Dwivedi,https://www.zoma.to/LmAyPyB,"Very bad experience, lot of items were out of stock. No proper service, staff is really rude. Been there previously also but since last few visits even before pandemic and current time, it is degraded a lot.",1.0
Vishak,https://www.zoma.to/pvgKNPm,"Ordered chicken boneless biriyani, to my utter disgust, found a dead cockroach in the rice..didn't expect something like this from Meghana restaurant.",1.0
Saurabh Kumar,https://www.zoma.to/mDPQAgk,"Looting people, charging more than MRP and on top of that adding gst for the item (see the attached bill).<br/><br/>When raised they told, this is how it works.",1.0
Shyamanjan Bose,https://www.zoma.to/baNGqeD,Great food that just excites the taste buds for more. Chicken 555 Must try along with the Special chkn BIryani,5.0
Vinod,https://www.zoma.to/baNBKYl,"Avoid goin here till corona is over. I was here on Sunday for takeaway. There is sanitizer at the entrance and they do temp check but once you are through, there is no safety at all. It is complete chaos. Everyone has to fight in a group to place order and to collect the parcel. ",1.0
Vinay,https://www.zoma.to/EzRlxor,"I have ordered Meghana special chicken biryani multiple times, it is one of the best biryani joint or restaurants which serves best biryani. For sure Meghana food served Bangalore one of the best biryani. <br/><br/>Biryani comes up with biryani rice and boneless chicken masala which is very good<br/><br/>Quantity is also good for that the price, they are other restaurant which serves biryani to less price compared to this restaurant but when you compare the quantity and taste you can definitely opt for Meghana foods<br/><br/>Rating 4.5/5",4.0
Rouchelle,https://www.zoma.to/zzRrxGk,"I have been regularly ordering biryani from meghna's. However over the past few weeks the food quantity has drastically reduced and the quality and taste also is degraded. I'm not sure what is the reason, but the restaurant must get their food quality nad quantity audited to again improve them as it was before. Hope the feedback helps ",2.0
Sibani Panigrahy,https://www.zoma.to/DDLZbyb,,4.0
Mayank Mairh,https://www.zoma.to/RqMMOKo,,4.0
Sreekanth,https://www.zoma.to/wAXxnlG,I have ordered Paneer biriyani with extra masala.But i got only biriyani rice but not paneer.i called Maghana and they were telling reckless answers. Don't order Meghana,1.0
Palma Gayen,https://www.zoma.to/PKYZpqR,Had biryani and starters there. Boneless biryani is a must try. It's a good place for having a pocket friendly lunch/dinner.,4.0
Reddivari Sagar Reddy,https://www.zoma.to/BNkGanG,,5.0
Vidyuth MJ,https://www.zoma.to/qzvbOmE,,4.0
Anuradha Bhardwaj,https://www.zoma.to/yXaGyoD,One of the best place to have biryani in Whitefield. Can't get over with boneless chicken biryani specially. The food is little spicy but chicken jab tak thoda spicy na ho tab tak Maza Kaha aata hai 🤣 😋,4.0
Nithu,https://www.zoma.to/DDNebPq,Part of our order was missing and we didn't get any refund for that kindly check before delivering,2.0
Kartik Ghosh,https://www.zoma.to/zzMlBdR,Biryani chicken had enough oil more than expected. Oil should be less.<br/>,3.0
Ria,https://www.zoma.to/NqZrDrK,Awesome biryani served..one of the best Andhra restaurants,4.0
Ramesh,https://www.zoma.to/KPeYYwR,Ordered biriyani starters very tasty delivered very fast 👍👍👍👍👍 super thanks,5.0
Srisindhu,https://www.zoma.to/BNkddwn,Staff are polite and fast .....awesome tasty food ,5.0
Praveenraj030,https://www.zoma.to/aZAepGy,"I love prawns biryani and special boneless chicken biryani from the mains, if we talk about the starters, everyone must try dragon chicken and chilli chicken boneless!! Love the food always I feel Meghana is the best place to eat biryani in Bangalore. @Meghana Foods Grand ",5.0
Nitai,https://www.zoma.to/pveXLlp,Chilly chicken (Bone less) good test ..chilly  mushroom good . parcel full frist delivery  ni mistak nice ...thanks Meghan food.s grand,5.0
Mintu Bhunia,https://www.zoma.to/mDRdYDQ,Chicken briyani very good ..  Meghan 555 good taste. Parcel very good no mistake  .. baby corn chilli tasty . Everyday Meghna customer me ..  thanks Meghan food.s grand<br/>,5.0
Sushrut Marathe,https://www.zoma.to/rwnqxOr,Location is accessible from most of the places in Bengaluru. Better to book a table if planning dinner on weekends. Taste is definitely KSP of this. Chicken biryani is easily in top 10 or may be top 5 in the City,5.0
Revathi,https://www.zoma.to/YKBpyEA,Ordered mutton keema biriyani...keema was too oily. It’s too much that it is flowing between my fingers...disappointed with biriyani this time.,3.0
Aparna Tiwari,https://www.zoma.to/NqZpPxD,Ordered mutton biryani from this place. Biryani was tasty  and even the salad was awesome . Since in lockdown packaging is important to talk about and that too did not disappoint us as per safety . They would have made it much better if served in box as per the price charged. overall a good experience ,4.0
