Author,Review URL,Description,Rating
Pradeep,https://www.zoma.to/kBzmoQ,"Meghana foods is famous for Biryani. U have an option to be served on banana leaf as well.  We tried Chicken biryani boneless , Paneer butter masala and roti. All item were super in taste, quality and quantity. Only problem is to get parking space on weekend. Worth to visit again. ",4.5
Gulshan Budhwani,https://www.zoma.to/PPOqeK,Boneless Chichen Biriyani is one dish you should definitely binge on at this place. All chicken starters are good. Ambience and seating arrangement is good. ,4.0
Debleena Bose,https://www.zoma.to/MEyrQE,Biryani served in banana leaf is just too amazing. Spacious compared to other outlets. But ofcourse u still won't get a space to stand anytime you go. Food taste is always yummy! ,4.0
Aditya Shankar,https://www.zoma.to/nqYQPy,"Meghana's special Biryani is something which can always uplift your mood. On weekends its mostly crowded(waiting time close to 30 mins), but during weekdays one gets place easily. Drinks prices can be reduced. Over all a good place to devour all your Andhra hunger pangs.",4.5
Abhilash Anand,https://www.zoma.to/XNpgaM,"Paneer biryani, mutton biryani and Meghana special biryani is what we ordered. And satisfaction is what we got. This place is usually full and aromatic. The food was good and got even better when it arrived on time. The Meghana special biryani was a bit disappointing though. Overall an okay place. Give it a try. ",3.5
Vinodh Kumar,https://www.zoma.to/nqpmXb,"This is another out let that I visited and they suprise me with the same taste every where.<br/>The spices, quantity, quality...etc everything is perfect and it stays till 3 am that amazing <br/>I love it.",5.0
Sai Satish Varma,https://www.zoma.to/LbllGK,This is always our regular Adda for us to hang out with Friends. And the Food is decent and also within Budget unlike so many other restaurants in Bangalore. Always loved the Biryani here. And the Starters. ,4.0
Sauvik Kar,https://www.zoma.to/OEDQdM,"Delicious - One word to describe this restaurant. The moment I entered the place, I was awe-struck to see so many people in waiting just to get a taste of the dishes, that too on a normal Sunday afternoon. The huge crowds at the entrance made me realize that something must be very right with way the managers are running this restaurant. It is a perfect example of a restaurant that has nothing to boast of except its food quality and most importantly the taste that it offers. We ordered Boneless Chicken Biryani (quantity is good enough) and it was no doubt ‘really yummy’.<br/><br/>Some negative points for the ambience, however, the overall food experience being top notch, I would go with 4.0/5.0 for Meghana Foods(Marathalli). Definitely, a must go restaurant if you want to have one of the best Biryani’s in Bangalore.",4.0
Nitesh,https://www.zoma.to/aMdAmE,"I went for lunch with my friends. I parked my bike in front of Meghna Foods. We had lunch and came out after 30 minutes. I searched for my bike but was not able to find it. I asked security guard, he told that it got towed. There wasn't any ""No Parking"" sign board and also guard did not inform me about this during parking. I went inside restaurant and asked manager for the help. He told me that I can go to towing van and ask them to release my bike by showing the bill. They will not take any money and in case of any problem I can call manager. I searched for the towing van and did the same but towing policeman was not willing to release bike without money. I called meghna foods and asked them to talk to policeman. After five minutes of conversation policeman put the phone and again asked for money. Now I called again and asked to give phone to manager but service people did not let me talk to manager for 10 minutes saying that he is very busy. After that they told me to come back without bike or wait for some more time. The overall response of the management was very poor. I felt helpless and had no option other than paying money to policemen to get my bike back. <br/>Worst experience ever with management of any restaurant.",1.0
Ravi,https://www.zoma.to/aMQeRg,Being a chain taste is good... But will advise to order as they are available in app. and eat rather then planing to go and have...  Space is issue and dnt look hygienic ... Service is ok ok not too fast... And if u need parking then it will b issue... ,3.5
Avik Niyogi,https://www.zoma.to/mkQOxX,I had placed Nati chicken biriyani for order for the 6th time by Swiggy and everytime it is not available. They should not confirm the order if the item is not available or they should remove this item from the menu for delivery if it is not available always.,2.5
Umesh Krishnamurthy,https://www.zoma.to/OEezNv,Amazing biryani.. Pieces were juicy.. Fish was was also good.. Worth the price... Will be back to try other dishes.. Just extending the review to cross 140 characters..                                                  ,4.5
Aswin S,https://www.zoma.to/aMGnDo,Nice place for all kinds of foods...especially biryani....nearby to many hotspots...so it attracts many IT people and tourists and families.,4.5
Nandhini Priya,https://www.zoma.to/wGodvD,"Ordered Briyani for office party, one briyani pack was missing and when enquired about it no body was responding properly. Bad delivery :(",1.5
Kiran Kumar,https://www.zoma.to/mkObpy,"Please don't  order for home delivery. I should have listened to the other reviews that mentioned the same. We had ordered for 5 Biryani and it was delivered after 2hrs. But the worst part was all the Biryani was very salty. We had to throw it as it was not fit for consumption. We then called the branch who asked us to call the manager. Manager informed that we will be getting free complimentary Biryani's.  But the next time we called him,  he didn't pick our call. Sad that a branch which take charge much for each Biryani give such pathetic quality and service. I am afraid to order from this outlet again! ",1.0
Aurodeepta,https://www.zoma.to/xoowbP,"Have been to Maghana couple of times. Had chicken biriyani once and the other time Maghna special biryani. Chicken biriyani was okay however I liked the taste of Maghna special biriyani somehow. Avoid going on Friday lunch time, very much crowdie you may have to wait for more then half n hour.",3.0
Triyambak Tripathy,https://www.zoma.to/DKKyab,It's a overhyped place for Hyderabadi biryanis but it's not upto the mark. The biriyani and the courtesy was pathetic . Doesn't stand for a completion against Biriyani zone. ,2.0
Siddhant Malik,https://www.zoma.to/kBZwBX,"We went there for a team lunch. We ordered for meals, meghna special biryani and normal chicken biryani.<br/>Taste was pretty average with nothing much to complain or praise about.<br/>Seating space is cramped and needs some improvement.<br/>Prices for drinks are bit on the upside though.",3.0
Shreya Misra,https://www.zoma.to/LbOXND,"We had ordered 3 chicken biryani , first of all there was not a trace of chicken in any of the dishes. Not a single piece of chicken.Very pathetic service. Secondly, the delivery guy doesn't deliver it at your doorstep and instead asks to pick it up from a nearby landmark.Please do not order from this marathalli branch of Meghna foods. Horrible is an understatement.",1.0
Prathyusha,https://www.zoma.to/xoNewZ,"Visited this place with teamies on their recommendation.  Its a proper andhra cuisine and always packed.  The aloo dum biryani was very delicious,  the spicy level matched my taste. My friends couldn't handle the spicy level,  so always good to order a lassi or buttermilk to calm ur taste buds after they go on fire.",3.5
Nitish Sahoo,https://www.zoma.to/rAGYZa,Delicious food that you ever imagine about. Quality of food is maintained throughout their franchises. Ambiance is not quite very good to make a point. But you will enjoy an average Ambiance. ,5.0
Anupama Singh,https://www.zoma.to/BYXzAP,I often order food from Meghana. Its boneless chicken biryani is just yumm. According to me its the best biryani in bangalore. Have also tried the Paneer Biryani and Mutton Biryani which are both decent.,4.5
Amruta Dash,https://www.zoma.to/QEYRZY,"Good biryani variety. A la carte is also good. But we generally go to have their biryani as it is better than other things. Ambience is also good. Friendly staff as well. All in all, a good experience.",3.5
Harish,https://www.zoma.to/pznPew,Worst Meghana special Biryani.i din't eat that such like Biryani ...................................worst....................................,1.0
Gourav Mahendra (GouravFoodie),https://www.zoma.to/PPMPqe,If u r looking for authentic hyderabadi biryani then Meghana is must recommend .<br/>Food is spicy but yummy at same time.<br/>For veggies panner biryani is most recommended.....,3.5
Satya Das,https://www.zoma.to/nqOAam,I liked meghna social biriyani among all the biriyani special hotel around marathahalli . Service was quick ..less wait time in peak days ..Meals also good to try in case u don't like biriyani . Curries are spicy and oily . My rating only for service and biriyani ..,4.0
Pabitra Ghosh,https://www.zoma.to/edebXE,Ordered chicken biryanis from them and they were average in terms of taste. Nothing noteworthy to be mentioned here. Not much of a fan of their side dishes also.,3.0
Purnendu Patra,https://www.zoma.to/zewoyn,Not worth spending money. 250 RS for mutton biryani and the quantity is not enough for even a small kid. Biryani zone is lot better. Not recommended for home delivery. Would not dare trying at the shop.,1.0
Prateek,https://www.zoma.to/GOpaNX,"I am a vegetarian,hence could afford only veg varieties of Biryanis here.<br/>I had the Biryani once at the restaurant(Paneer Biryani) & other time(Dum Alu Biryani) via delivery.<br/><br/>If you are going single to the restaurant on rush hours than you won't find a good place to sit.The place they provide would hurt your dignity as a customer.They have two floors ,so for single person on first floor you would get the place right in front of stairs ,so that everyone coming up can stare at you.<br/>On second floor,they would give place near there kitchen,so that all the staff & commotion you get free with Biryani.<br/>I would suggest them to think on this matter.You shouldn't scale up if you don't have if you can't take care of your customers.<br/>Service was reasonable taking in account the heavy rush,it seemed you have to struggle to get attention of the staff either for food or bill.<br/>Biryani was delicious & aroma of spices in the Biryani assured you of authenticity.<br/>For my taste the hotness level was bit higher but it is expected as it is a Andhra Style restaurant.<br/>Potatoes in Dum Alu biryani were too salty.<br/>I would suggest to tone down the salt quantity.<br/>The minimum order is Rs 600.It would be unfair to someone who is ordering for a single person.They should make some arrangements for delivering food at lower value.",3.0
Rodricks George,https://www.zoma.to/nqZRbw,Good food but below average ambiance. Waiters don't know how to be polite with customers. Few of the items  are good but at the same time few are below average. Over all a good restaurant.,3.5
Srinived S,https://www.zoma.to/REdOGl,A very bad experience with Meghana foods for the second time. They failed to deliver what I ordered for. They billed me for the items but did not deliver. When I called them they were extremely rude stating they had delivered what I ordered. Definitely Meghana foods needs better customer service.,1.5
Raunaq,https://www.zoma.to/QEDalq,I come here for only one thing. Boneless chicken biryani! It is the best biryani in bangalore according to me. Taste is almost always consistent. Have tried their a few chicken starters. They were decent enough. I come here atleast 3 times a month and i never go out unhappy.,4.5
Pradeesh Kumar,https://www.zoma.to/YEDmda,The biriyani is worth the money.. The ambience is average coz the place is mostly crowded and the service time is average.. But if you are looking for some tasty food regardless of other factors.. Then this is a good bet. ,3.5
Lavin Sambhi,https://www.zoma.to/ZydAez,"One of the finest Chicken Biryani in bangalore very reasonably priced and awesome taste 👍 thumps up form my side must try , they also have an outlet in MG road superb 😊. Must try in bangalore 😉 ",4.5
Sanjay Kumar Verma,https://www.zoma.to/BYnnne,"If you are a Biryani fan, then you should definitely try out this place. I had dinner with my friends here. We ordered Meghana Special Biryani and Mutton Biryani. The Mutton Biryani was amazing. The other one was also pretty good. Overall a great Biryani spot.",4.0
RAJA NARAYANA B.V,https://www.zoma.to/lKnRxy,Too spicy with misc spices.Place is not as good as expected.staff is too hurry and not trained. If they can cope it up they can reach the heights. Recommend to go with take aways ,3.0
Varsha Anandani,https://www.zoma.to/mkElgQ,"Best biryani in Bangalore, no doubt, yummy spicy and that flavor. Also the yummy and spicy starters. I have been here multiple times but never get bored of Meghna's special chicken biryani. Must go place.",4.5
Arpith Jagannath,https://www.zoma.to/DKbyYb,Being on the ORR makes it a hotspot for techies to have some nice food. Can get a bit crowdy during lunch hours. So the early bird catches the seats easily. ;) Good food and a great place to have a nice hearty meal with friends.,4.0
David Thomas,https://www.zoma.to/wGylng,"A good place for Andhra cuisine. Queue is mental. Worse than the check-in line for Air Asia's flight to Bangkok. Nonetheless the food was good. Went in a group of three. The Meghana special biriyani was a bit of an overkill, I felt. It was spicy masala, spicy masala and more spicy masala. Boneless chicken biriyani was excellent and the pepper chicken was very good. Kudos to the waiters for managing the crowd. The team should be named courteous event managers. <br/>(Disclaimer: Taste is subjective)<br/>Vipul Verma Rajan Punatar ",3.5
Kiran Sayyaparaju,https://www.zoma.to/zeQKeg,"This place has been preparing some of the best kind of Biryanis and they are so consistent with their quality.  The non-vegetarians have a great range to choose from and the concept of boneless biryani is what is doing wonders.<br/><br/>The ambience is very simple. Once the biryani is there is front of you, which will be in real quick time, you will definitely forget the ambience. The staff is there to take your order quickly and pack you off soon, too. You will find people waiting right next to your table if it seems like you are about to finish, particularly during peak hours. <br/><br/>The Meghana's special and the Boneless chicken Biryani both are really good! Great flavours and every bite feels yummy!  Love most of the chicken starters .not really sure how the other stuff tastes here, so I have restricted myself from giving this place a higher rating.Price wise the place is pretty much on par with other places .<br/><br/>Ambience -2.5/5<br/>Service-4/5<br/>Food -4.5/5",3.5
Caroline Sylvia,https://www.zoma.to/doOxEr,"First off, the food here is AMAZING.<br/>Their biryani is one of a kind, with the right amount of spice and taste. <br/>The Meghana special chicken biryani is a must try.  <br/>The ambience is not great, but the service was good. I'd definitely go there again for their biryani. ",4.0
Arunanshu,https://www.zoma.to/vrQmok,"Ambiance: 3/5, Food: 4.5/5, Service: 4/5 Went to Meghana Biryani recently with about 20 people. Place is decent, nothing extraordinary but food was awesome! I tasted at least three types of Biryani there, prawn, Natti Chicken and Chicken Tikka Biryani everything was too good. Caution- those who cannot handle super spicy food you dare not try Natti Chicken. The only thing I didnt like was the smoke from the kitchen was filling the room and there was no proper ventilation.",4.0
Bhagya Hegde,https://www.zoma.to/QEmXPd,The food is not as good as the other meghana outlets. Ambience is alright. Service is not up to the mark. Disappointing if you want the meghana experience. ,3.0
Muthuraj,https://www.zoma.to/aMwYxQ,"This outlet will be always crowded and it's hard to get a place immediately. Briyani and meals are their specialities. Service was little bad compared to other outlets. Tried meals here, it was ok. But chicken starters are really nice here.",3.0
Tanushree Saha,https://www.zoma.to/gnpzRn,Have been a fan of Meghana Spl Chicken Biryani for years now. My other favourite dish here is Chicken Pepper Dry. I've also tried their veg dishes. Quantity is also good. They are also quite good. Service is quite prompt and place is very crowded during weekends. ,4.0
Bahubali Shete,https://www.zoma.to/brwkOx,Quality of food was awful. Couldn't eat it at all. We had cook again after getting this food. <br/><br/>The food felt like nonveg all the way - tomato curry and mushroom masala didn't have even 10% of original taste. ,1.0
Vicky,https://www.zoma.to/XNgzgd,"One of my horrible experiences at Meghana restaurant, Marathalli. I am scared to visit next time. We (10people) went there for lunch on Friday, as expected it was crowded and customers waiting-queue was long. So, we patiently waited to get a table. So here are whys? that I shouldn't be going here again. 1. No prioritization of table allocation. First we started requesting then slowly moved to begging situation to get table for 10 people. 2. Meanwhile, there was a Power cut for 15-20mins w/o backup. 3. finally after 45mins, we were allocated a table and we place food orders, successfully! 4. Food arrived only after 45mins, during which one of our members had to shout literally on the head waiter for the delay. 5. After that, the head waiter entered into argument with another waiter and thereby pulled another young waiter and started blaming this helpless young waiter. like, no one wish to take the responsibility if something went wrong in the service. entire blame has to go on the new, young waiter, disgusting! 6. No value for customers is what we felt that day. It appears Meghana foods has got enough brand value in the city and now they don't really care about customers. The attitude is like f**k off man, we have hundreds lined outside for our biryani. 7. We entered restaurant at around 1pm and left the place at 2:45pm.<br/>This was a real test for patience. I am not happy with the service received recently in marathalli branch and ofcourse I am not even thinking again about this restaurant. ",2.0
Rajiv Sisodia,https://www.zoma.to/rAdgGw,"The food is good but the home delivery is very very bad.  Firstly the time they say itself is 45min, and they delay it further by 30 more minutes!!! <br/>If I had not loved the chicken biryani, I would have never ordered again from this place.  :) ",1.5
Sohini,https://www.zoma.to/vrLnkQ,Great place for biriyani lovers....awesome biriyani...the place is worth... good location. Is easy to reach the prawn biriyani is a must try..,4.5
Magician Krish,https://www.zoma.to/KdzRzP,Biryani here is very tasty and enjoyable especially their special biryani. Ambience is not bad. And for two people it will be just 600 to 700 if u wanna try some good biryani in city I suggest this place.,4.0
Mani Deepa,https://www.zoma.to/rAzgOE,"I have been to Meghana numerous times. Their biryanis are good in portion size as well as taste. Cost wise also they are pretty ok.<br/>I have had their chicken (both with bone and boneless), fish, prawn biryanis.<br/><br/>The amount of chicken in starters is also quite good. We had their guntur chicken and golden chicken. Both were spicy and yummy.",4.0
Just Another Taste,https://www.zoma.to/xokdpl,"Hot and yum. It was a plan for quick lunch during office hours. Ordered Chicken boneless biriyani, Chicken Lollipop biriyani and chicken pokoda. Just beautifully filled my tummy and was slightly high on hotnspicy, but that's what makes em ""Yeah, baby!"" I would not have ordered lollipop biriyani because although I personally liked lollipop chicken and biriyani separately, the dry 3 pieces of chicken wouldn't go great with biriyani if u want a nice biriyani experience.",4.5
Harshad,https://www.zoma.to/BYwrxw,"Rude staff, pathetic service !!<br/>They made us wait for half an hour to get one roti.<br/>We specifically asked for less spicy biryani. But they just didn't care.",1.0
Vishal Goswami,https://www.zoma.to/brlABA,Food: 5/5 awesome biryanis served. Specially meghana special and prawns biryani. Nothing else i tried here so cannot comment on those.<br/>The staffs wrking are arrogant here.<br/><br/>,4.0
Latish Nambiar,https://www.zoma.to/pzmknG,"This restaurant has mixed reviews it's very understandable, let me give my experience in dealing with Meghana.<br/><br/>Have ordered at least 20 or more times through delivery.<br/><br/>Have had food at the restaurant a couple of times.<br/><br/>Food :<br/><br/>We have had two bad experience one with badly cooked chicken and the other time the rice was not the regular one (We order so much that we are good to recognize that), this incident was particularly bad as when I called the restaurant they just refuse the budge and agree the rice was substandard and the guy on phone was plain rude.<br/><br/>We stopped a while of ordering from there but somehow the Chicken Boneless Biryani is something out there. Really tasty with huge quantities and the other favorite is chicken 65 more for its taste and size. <br/><br/>Rest of the food is pretty ordinary, they are becoming like fast food joint less worried about taste than getting more customers each day (Which is pretty easy in Marathaali). This won't work for too long so get back to basics guys.<br/><br/>Delivery:<br/><br/>Ordering food has become costlier unless we have a party at home cause for just two people ordering a minimum of 500 (on their site) doesn't make sense and the other delivery site charge 50 as additional cost.<br/><br/>Order from here when you want a change.<br/>",3.5
Palash Chauhan,https://www.zoma.to/nqdrny,"If you feel like having non-veg food at a very reasonable price, this is one of the places to go. Probably not the best ambience, but the food is pretty good. Gets very crowded on weekends and the staff isn't able to cope with it. But anyway if you do not care about that and just want good chicken biryani, visit this place. ",3.5
Sweta K. Masand,https://www.zoma.to/oODNwR,"Heard a lot about this place. Considering food, I tried Biryani which is good- Taste as well as quantity.<br/>Staff is cordial, but they could work a lot on service. The place, which gets really crowded at weekends, becomes a mess with the people waiting for food and service guys running around to collect used dishes and cleaning tables.<br/>Overall-- decent.",3.5
Varshini Bandaru,https://www.zoma.to/gnqmlp,"Had Thali at this place. The food was great and affordable. Pappu, Ulavacharu, and Sambar are really great. The food is very homely to Telugu people. Nice experience.",4.5
Vishwesh K,https://www.zoma.to/edPZzO,"A great place for Biriyani, even for veggies! Paneer Biriyani I tried was awesome - it was spicy and had quantity. Service was decent, Food was great, Ambience was only lacking. A great place to fill your stomach, with friends or family.",4.5
Manish Babu Koppula,https://www.zoma.to/gnqKdZ,Was here on Friday for lunch with officemates as we heard about its quality of #biryani.We ordered their special chicken biryani and leaf chicken which was that day's special ;recommended by waiter.It's the first time I've tasted the authentic #Hyderabadi nawabi taste on my taste buds in Banglore.Their quality of spice and taste is of top notch. The ambience is fair good but the service need to be improved and the table and culinary wear must be perfectly clean to remove the foul aroma.But its a worth thing to taste in #Banglore.,4.0
Debasmita Ghosh,https://www.zoma.to/breooE,been there 3-4 times. spicy andhra style biriyani is what u get there. quantity is usually on the greater side. taste is pretty good. people who cannot have food on the spicier side should avoid this place. else its pretty above average. service is quick most of the days. starters are good. ambience crowded mostly.<br/>price is average.,3.0
Helen Grace,https://www.zoma.to/vrKkvg,"the Guy who took the order, VERY RUDE, <br/><br/>He doesn't even listen to what we are saying, we wanted to cancel one food item, so called immediately after 5 mins, he says he cant cancel so rudely he spoke, very bad,<br/><br/>he says, cancel the entire order  if you want,how rude , even when my friends told, we will give a bad feedback, the person says, ''do whatever you want''reallyshcoking",1.0
Anonymous,https://www.zoma.to/DKZwox,"Disappointing service. I am a regular customer of Meghna Foods. I had ordered a mutton biriyani today. Generally they provide good big pieces of mutton, unfortunately today there were very small pieces and full of bones, with hardly any flesh on it. The biriyani was more of a flavoured one rather a 'mutton' one. I understand someday the order may go bad or not upto the expectations, but I just wanted to bring this up on forum.",2.5
Pooja Mahanty,https://www.zoma.to/mkMMYr,"A 3.5 because it is over priced and the quantity is very less. Also it is very difficult to manage a reservation. Now moving to the good aspects: I love Biryani and this place does not disappoint me. I also love the chicken 65 these guys make. Since i do not eat prawns i have never ordered them, however my friends love it here. I usually have my sunday lazy lunch here and i love every bit of the food. The food is served on banana leaves which gives it a very aesthetic feeling. <br/>The worst thing is that you will be made to eat fast as there is huge rush and you might not have  a very comfortable experience if you are a slow eater.",3.5
Sathvick,https://www.zoma.to/NdMdZk,"Everything else is the same as my previous Meghana Foods biryani but the following service review is speciefically for this branch.<br/><br/>The attitude and service of the servers and workers at this specific branch makes it horrible! Extremely rude staff, we reached at 6:40 but they were not willing to even serve the food 5 minutes earlier than their opening time of 7 pm. We atleast asked them to take the order and serve us at exact 7 as we had a movie at 7 at Innvative but  they were unwilling for that as well and extremely rude. They were not even listening to our request and finally told us ""we don't need you, you can leave from here and go"" when we started raising our voice. Finally the manager came and apologised and asked us to sit down but the attitude of the workers made the experience very sour. Horrendous attitude and rude behaviour. Will never come to this branch again. ",1.0
Sonam Bansal Goyal,https://www.zoma.to/dorOvl,"If you know what is the real hyderabadi dum biryani, then don't think about going there. They serve you regular rice in the name of biryani. It really sucks...",1.0
Hariprasad R,https://www.zoma.to/LbKEdo,"Horrible delivery service !! clown of a customer care !! and Rude management <br/>Ordered online 2 mutton kheema biriyani and 1 Meghana's special chicken biriyani, 3 aloo biriyani, 1 egg biriyani, 1 paneer gobi, one more starter and Chicken lollipop and 4 soft drinks among other items.<br/><br/>Placed the online order at 12:17 PM received the items at 1:40 PM !!<br/>On the delivery bag all the orders were written promptly as in the bill, delivery boy also confirmed that he had checked all the items.<br/>But to our surprise we had been sent only two prawn biriyani(we ordered mutton kheema biriyani) and no 1 Meghana's special chicken biriyani, 4 aloo biriyani(we ordered 3 aloo and 1 egg biriyani) and No Chicken lollipop and only 3 soft drinks(we ordered 4). <br/><br/>Called 10 times to customer care and nothing happened. Called delivery guy who told his job was just to deliver and gave managers(muruli) contact number.<br/>Called  that guy who promised that he ll check and call back. After 30 mins no one called back. I called the manager again and gave a piece of my mind for 30 mins.... now suddenly he was very sorry and regretful and promised that he ll send another guy with the correct order. Time is 2:45 Now.<br/>Waited till 4 PM and called again !! now the fun begins !!!<br/>On the same number someone else received the call and told that he dont have any info on what had happened. Again 20 mins time to explain the issue.<br/><br/>His argument broke all the logic known to man kind and was something like this :<br/><br/>1. No delivery boy now at restaurant, since 4:30 is closing time . At  6:30 the restaurant will re-open and the delivery boy will come and he ll check about the issue and call me back at 7 PM.<br/>2. Its my fault for not checking the order on the road when i received the order<br/>3. Its my fault for calling him 4 hours after the order and he doesn't know what had happened before. He's THE manager and the number is the company number mind you.<br/>4. He can give me the Muruli guy's number and i can talk to him <br/>5. I am the only customer complaining like this <br/>6. Wait till 7 PM patiently and he will call me back and tell me if anything is wrong with their order.<br/><br/>Its 5:47 PM now, date is 6 May,2016, a friday evening. Its pouring outside while i wait in my empty office waiting for my Meghana's Special Chicken Biriyani  :'(",1.0
Anish Padhi,https://www.zoma.to/pzbmLG,"Biriyani is awesome here. Food is a bit spicy, but tastes great and pricing too is decent. One must taste the chicken boneless biriyani here. Beverages are also great.",4.5
Gurleen Kaur,https://www.zoma.to/EkvBZg,"After hearing a lot about Meghana's biriyani, I was really excited to go here BUT had the most dissapointing experience!<br/><br/>We ordered chicken biriyani and chicken kebab. The food was served quickly but the waiter was serving the biriyani so hastily that some of it even fell on our clothes! <br/><br/>The food was good no doubt but what happened afterwards ruined our mood. We were still eating biriyani and the waiter brings the finger bowls! Two mins later...he brings the bill and keeps it on the table. To make all this worse (and we are still eating btw), they bring this entire trolley with dirty utensils to take our utensils too!! Such discourteous behaviour!",2.5
Anish Kintali,https://www.zoma.to/pzRKMQ,Best place to have boneless chicken biriyani...  If you are looking to have a boneless chicken biriyani then this is the place in Bangalore...,4.5
Ashish Ranjan,https://www.zoma.to/GONAXa,Meghana's is another popular South Indian restaurant in Marathalli famous for its Briyani.<br/>Variety of non veg starters but less variety for veggies. Ambience is good. Budget restaurant if you are giving treat. Cost for two people in that case will Rs 1000. People generally goes for Briyani mostly. They serve food on banana leaf to give flavour of south India. All Cuisines are good. Service is quick. ,3.0
Amey,https://www.zoma.to/zeZrNp,"I had heard a lot about Meghana's biryani and the restaurant does not disappoint the high expectations.<br/>The ambience and decor is quite average. The cushions are torn and the ac is not good. We ordered paneer biryani, boneless chicken biryani and meghana spl. biryani. The paneer and chicken boneless biryani were spicy and really resembled the hyd. biryani. The spl. biryani was more of a thick chiken curry biryani. It was also good. The chicken was tender i guess that was the defining thing about the biryanis. Mirchi ka salan was also spicy and tasty. I would definitely recommend this biryani...<br/><br/>Dishes to try - <br/>1.meghana special 555 chicken<br/>2.meghana special biryani<br/>3.boneless chicken biryani <br/><br/><br/>Food - 9/10<br/>Ambience - 7/10<br/>Service - 7/10<br/>",4.0
Aishwarya Garg,https://www.zoma.to/rARmvB,This is a decent place to have biryani. I am a vegetarian so got very limited choices. The paneer biryani is good. the service needs improvement..,3.5
Raja,https://www.zoma.to/lKxlEO,"I have been a regular at Meghana Foods for the past 4 years now. Love their chicken boneless biriyani and meghana special biriyani. Had the fish biriyani once and the fish wasn't fresh I guess, but the other biriyanis compensated for that. <br/>The andhra style chicken style which is basically chicken in a green chili paste is absolutely brilliant. But beware, its so spicy that your mouth will be on fire. <br/>If you are visiting the restaurant during weekends, try to be at the restaurant around the time it opens as the place gets crowded a lot and you may have to wait for quite a while before you get a table.",4.5
Abhigyan Gaurav,https://www.zoma.to/XNeQPv,"Top 5 worst restaurant in Bangalore.. Wastage of money as well as time.I went there with my friends for dinner but it was disaster.Food was tasteless and to much spicy . They served  starters with Biryani..Too much noise ,congested. Behaviour of staffs was not good..<br/>I would suggest please don't throw your money... Please visit any other restaurant except Meghana",1.0
Abhilash Mithren,https://www.zoma.to/ygaONY,"'Strands of hair in the biriyani'<br/><br/>What an unpardonable felony.. Here we are, working on a weekend- trying to order something satisfactory to eat for lunch. I am attaching a copy of the bill. I had placed an order for Meghana Special Biriyani and Chicken Biriyani- what I found in the Special Biriyani packet is unforgivable- strands of hair.<br/><br/>This is a clear cut indication that basic cleanliness is not maintained in the kitchen area/take away section.<br/><br/>I demand an apology for this.. I need some sort of a rebate, if not, you guys have to make this upto me somehow. I paid 513rs for this order. I have left the Biriyani untouched... Contact me a.s.a.p",1.0
Sangram Das,https://www.zoma.to/braBLX,Andhra food is becoming a trend in bangalore.<br/>every second day you can see a andhra restaurant opening.<br/>meghana is the oldest.<br/>We often order food from this joint . But I have only liked their biryanis.<br/>no othetr dish had made an impact .<br/>And my rating goes for only Biryani.,3.5
Upasana Agarwal,https://www.zoma.to/AaMKAv,"I am a big big Meghana fan and I have created some more by introducing friends and colleagues to their amazing biryanis. After all, I first acquainted to this place by an Andhraiet friend.<br/><br/>During peak hours it's almost difficult to get a place to sit - hungry students, office goers and shoppers come here to satisfy their taste buds. Luckily , this outlet is close to my place of work and their delivery services bring the awesomeness straight to the pantry table.<br/><br/>The biryanis are definitely great and keep one wanting for more even if the stomach is full. My personal favourites are the Boneless chicken biryani and the vegetarian biryani. I have tried the starters here but there's nothing exceptional about them thus have decided not to waste my energies on them.<br/><br/>The repeat value of the biryani is also good. One starts missing it, if it's been a while since the last indulgence.",4.5
Krishanu Banerjee,https://www.zoma.to/EkBGxB,"Great service, and greater biriyani. I don't think biriyani can get any better than this. Just awesome. Tried both chicken and mutton biriyani. Cost is a little high but it is well worth it. You wont get such taste after paying more also. Will keep going there.",5.0
Sri Ram,https://www.zoma.to/gnNdoY,"Been here once and had my all time favorite is chicken normal boneless. Their biryani has one of a kind taste. Reasonably priced, but their service was worst on that day. They made us wait for more than 30mins and then hurried us to finish the food and leave the place as soon as we could.",1.5
Radhika,https://www.zoma.to/xoqgyl,"Before visiting Meghana, I was not a big fan of biryani but after trying dum aloo biryani and paneer biryani here I started loving it. Being vegetarians in the starters we have tried chilli gobhi, chilli paneer and paneer 65 they were good. Service is good and they are effectively managing the customers. Must try for biryani lovers.",4.5
Sudhanva Bhandolkar,https://www.zoma.to/RENxBn,"Biriyani  is one recipe which  has the capability to break my diet... Mouthwatering always to me....  <br/><br/>Meghana is a very strong contenders in it along with paradise, niyaz and Donne  Biriyani (near banashankari).  Meghana chicken Biriyani with butter milk will be nice combination.... I have tried dry chicken items but they were OK. ",3.5
Ramitha Devaiah,https://www.zoma.to/rOygLm,The mutton pepper fry from here was good and we all loved the mutton keema biryani. Everything was really delicious. Its a small place with pleasant mabiance. Nice and fast service.,4.0
Ritu Sehgal,https://www.zoma.to/ergyyK,"The mouth watering Biryani's are anytime favourite. The ambience is fine but the food, specially Biryani is exceptionally tasty. This is recommended.",4.5
