Area,Restaurant Name,Rating,Cuisine,Price,Link
Koramangala,Rasoee,N/A,North Indian,"₹2,300 for two",https://www.zomato.com/bangalore/rasoee-jeevan-bhima-nagar-bangalore/info
Koramangala,Sunnys,N/A,"Italian, Continental, Japanese","₹2,300 for two",https://www.zomato.com/bangalore/sunnys-jayanagar-bangalore/info
Koramangala,Slounge,N/A,"Continental, Finger Food","₹2,300 for two",https://www.zomato.com/bangalore/slounge-ulsoor-bangalore/info
Koramangala,Gallop Bar - Davanam Sarovar Portico Suites,N/A,"Finger Food, Continental, Chinese, Italian, Street Food, North Indian","₹2,300 for two",https://www.zomato.com/bangalore/gallop-bar-davanam-sarovar-portico-suites-koramangala-2nd-block-bangalore/info
Koramangala,My Moms Love Cake Cafe,N/A,"Desserts, Bakery","₹2,300 for two",https://www.zomato.com/bangalore/my-moms-love-cake-cafe-kr-puram-bangalore/info
Koramangala,Yan Yan,N/A,"Chinese, Asian, Desserts","₹2,300 for two",https://www.zomato.com/bangalore/yan-yan-richmond-town-bangalore/info
Koramangala,1882 Alfresco,N/A,,"₹2,250 for two",https://www.zomato.com/bangalore/1882-alfresco-brookefield-bangalore/info
Koramangala,Brew 33 Bar Lounge,N/A,"North Indian, Modern Indian","₹2,250 for two",https://www.zomato.com/bangalore/brew-33-bar-lounge-devanahalli-bangalore/info
Koramangala,Street 1522,N/A,"North Indian, Asian, Seafood, Continental, Mughlai, Kebab, Street Food, Beverages","₹2,200 for two",https://www.zomato.com/bangalore/street-1522-sarjapur-road-bangalore/info
Koramangala,2 Pints Brewing,N/A,"Pizza, Burger, Continental, Italian, Bar Food, Modern Indian, Pasta, North Indian","₹2,200 for two",https://www.zomato.com/bangalore/2-pints-brewing-brookefield-bangalore/info
Koramangala,Shibuya Xing,N/A,"Asian, Sushi, Korean, Japanese, Desserts, Beverages","₹2,200 for two",https://www.zomato.com/bangalore/shibuya-xing-indiranagar-bangalore/info
Koramangala,Ebony,N/A,"North Indian, Biryani, South Indian, Thai, Seafood, Desserts, Beverages","₹2,200 for two",https://www.zomato.com/bangalore/ebony-mg-road/info
Koramangala,Pecos Stones,N/A,"Finger Food, North Indian, Seafood, Chinese","₹2,200 for two",https://www.zomato.com/bangalore/pecos-stones-indiranagar-bangalore/info
Koramangala,Obsidian Sports and Music Bar -Gokulam Grand Hotel & Spa,N/A,"Continental, Asian, Bar Food","₹2,200 for two",https://www.zomato.com/bangalore/obsidian-sports-and-music-bar-gokulam-grand-hotel-spa-new-bel-road-bangalore/info
Koramangala,Uptown Rooftop Grill & Bar,N/A,"Italian, American, Mexican, Desserts, Beverages","₹2,200 for two",https://www.zomato.com/bangalore/uptown-rooftop-grill-bar-sahakara-nagar-bangalore/info
Koramangala,Captain Chip's Galley,N/A,"North Indian, Continental, Australian","₹2,200 for two",https://www.zomato.com/bangalore/captain-chips-galley-brookefield-bangalore/info
Koramangala,Grazers Resto - Bar,N/A,"North Indian, Salad, Continental, Burger, Pizza, Fast Food, Asian, Bar Food","₹2,200 for two",https://www.zomato.com/bangalore/grazers-resto-bar-jayanagar-bangalore/info
Koramangala,Shegan,N/A,"North Indian, Seafood, Asian, Chinese, Kebab, Biryani, Desserts, Beverages","₹2,200 for two",https://www.zomato.com/bangalore/shegan-1-hennur-bangalore/info
Koramangala,ASEAN - On The Edge,N/A,"North Indian, Chinese, Asian, Biryani, Salad, Desserts, Beverages","₹2,200 for two",https://www.zomato.com/bangalore/asean-on-the-edge-mg-road-bangalore/info
Koramangala,The Fatty Bao,N/A,"Asian, Sushi, Japanese, Chinese","₹2,200 for two",https://www.zomato.com/bangalore/the-fatty-bao-lavelle-road-bangalore/info
Koramangala,Ithaca - The Chancery Pavilion,N/A,"North Indian, Chinese, South Indian, Asian, Pasta, Street Food, Fast Food, Desserts","₹2,200 for two",https://www.zomato.com/bangalore/ithaca-the-chancery-pavilion-residency-road/info
Koramangala,Vibe,N/A,"Finger Food, North Indian, Continental, Mughlai, Asian, Italian","₹2,200 for two",https://www.zomato.com/bangalore/vibe-1-electronic-city-bangalore/info
Koramangala,5C Resto Bar,N/A,"North Indian, Biryani, Chinese, Kebab, Pasta, Sandwich, Fast Food","₹2,200 for two",https://www.zomato.com/bangalore/5c-resto-bar-rajajinagar-bangalore/info
Koramangala,Deewar Family Restaurant And Bar,N/A,"Chinese, South Indian, Mughlai, North Indian, Seafood, Biryani","₹2,200 for two",https://www.zomato.com/bangalore/deewar-family-restaurant-and-bar-vijay-nagar-bangalore/info
Koramangala,The Lounge - The Chancery Pavilion,N/A,"North Indian, Chinese, South Indian, Asian, Pasta, Street Food, Fast Food, Desserts","₹2,200 for two",https://www.zomato.com/bangalore/the-lounge-the-chancery-pavilion-residency-road/info
Koramangala,Parivar,N/A,"North Indian, Chinese, Fast Food","₹2,200 for two",https://www.zomato.com/bangalore/parivar-jayanagar-bangalore/info
Koramangala,Church Street SOCIAL,N/A,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Korean, Beverages","₹2,100 for two",https://www.zomato.com/ChurchStreetSocial/info
Koramangala,Dhaba - Estd 1986 Delhi,N/A,"North Indian, Mughlai, Desserts, Kebab","₹2,100 for two",https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-marathahalli-bangalore/info
Koramangala,Starlight Bar & Restaurant,N/A,"Bar Food, South Indian, Biryani, Chinese, Mughlai","₹2,100 for two",https://www.zomato.com/bangalore/starlight-bar-restaurant-yelahanka-bangalore/info
Koramangala,Culture Rooftop Bar & Kitchen,N/A,"Bar Food, Kebab, Chinese, Salad","₹2,100 for two",https://www.zomato.com/bangalore/culture-rooftop-bar-kitchen-yelahanka-bangalore/info
Koramangala,2 MOONS,N/A,"Modern Indian, Continental, Asian","₹2,100 for two",https://www.zomato.com/bangalore/2-moons-mg-road-bangalore/info
Koramangala,Loco Lounge,N/A,"Coffee, Tea, Beverages","₹2,100 for two",https://www.zomato.com/bangalore/loco-lounge-1-koramangala-1st-block-bangalore/info
Koramangala,Chill,N/A,"North Indian, Chinese, Continental","₹2,100 for two",https://www.zomato.com/bangalore/chill-whitefield-bangalore/info
Koramangala,Le Rock,N/A,"Continental, Chinese, Fast Food, North Indian","₹2,100 for two",https://www.zomato.com/bangalore/le-rock-brigade-road-bangalore/info
Koramangala,Daily Sushi,N/A,"Asian, Korean, Japanese, Sushi","₹2,100 for two",https://www.zomato.com/bangalore/daily-sushi-jayanagar-bangalore/info
Koramangala,Moxy Bar- Moxy Bengaluru Airport,N/A,"Bar Food, Coffee, Beverages, Desserts","₹2,100 for two",https://www.zomato.com/bangalore/moxy-bar-moxy-bengaluru-airport-devanahalli/info
Koramangala,Tango Kitchen & Bar,N/A,"South Indian, North Indian, Biryani, Chinese, Seafood, Bar Food, Fast Food, Street Food","₹2,100 for two",https://www.zomato.com/bangalore/tango-kitchen-bar-mahadevapura-bangalore/info
Koramangala,Dynasty Lounge Bar & Restaurant,N/A,"Bar Food, North Indian, Asian, Chinese, Seafood, Desserts, Beverages","₹2,100 for two",https://www.zomato.com/bangalore/dynasty-lounge-bar-restaurant-shanti-nagar-bangalore/info
Koramangala,The Charcoal Roof Top Cafe & Barbeque,N/A,"BBQ, North Indian, Seafood, Chinese, Sandwich, Ice Cream, Beverages","₹2,100 for two",https://www.zomato.com/bangalore/the-charcoal-roof-top-cafe-barbeque-vijay-nagar-bangalore/info
Koramangala,Portland Grill & Cafe,N/A,"Continental, Fast Food, Beverages, Desserts","₹2,100 for two",https://www.zomato.com/bangalore/portland-grill-cafe-mg-road-bangalore/info
Koramangala,Saiko Sushi House,N/A,"Japanese, Sushi, Healthy Food, Salad","₹2,100 for two",https://www.zomato.com/bangalore/saiko-sushi-house-sahakara-nagar-bangalore/info
Koramangala,Sunrise Bar & Lounge,N/A,"Andhra, North Indian, Kebab, Chinese, Fast Food, Seafood, Desserts, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/sunrise-bar-lounge-peenya-bangalore/info
Koramangala,Go Native,N/A,"North Indian, Healthy Food, American, Pizza, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/go-native-hsr-bangalore/info
Koramangala,Bier Loft Brewing Co,N/A,"North Indian, Chinese, Biryani, Thai","₹2,000 for two",https://www.zomato.com/bangalore/bier-loft-brewing-co-electronic-city-bangalore/info
Whitefield,2 Pints Brewing,N/A,"Pizza, Burger, Continental, Italian, Bar Food, Modern Indian, Pasta, North Indian","₹2,200 for two",https://www.zomato.com/bangalore/2-pints-brewing-brookefield-bangalore/info
Whitefield,Kailash Parbat,N/A,"North Indian, Street Food, Biryani, Desserts, Beverages",₹500 for two,https://www.zomato.com/bangalore/kailash-parbat-whitefield-bangalore/info
Whitefield,Pasta Street,N/A,"Italian, Pasta, Pizza, Continental, Salad, Healthy Food, Desserts, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/pasta-street-whitefield-bangalore/info
Whitefield,Hard Rock Cafe,N/A,"American, Continental, Italian, Wraps, Burger, Desserts, Fast Food, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/hard-rock-cafe-whitefield-bangalore/info
Whitefield,Yuki,N/A,"Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts","₹2,200 for two",https://www.zomato.com/bangalore/yuki-whitefield-bangalore/info
Whitefield,Celeb’s Restobar,N/A,Bar Food,"₹1,300 for two",https://www.zomato.com/bangalore/celebs-restobar-brookefield-bangalore/info
Whitefield,The Bengaluru Canteen,N/A,"South Indian, Biryani, Street Food",₹500 for two,https://www.zomato.com/bangalore/the-bengaluru-canteen-1-whitefield-bangalore/info
Whitefield,Brik Oven - Woodfired Pizzas,N/A,"Pizza, Italian, Beverages, Desserts, Shake","₹1,200 for two",https://www.zomato.com/bangalore/brik-oven-woodfired-pizzas-whitefield-bangalore/info
Whitefield,Barkaas Arabic Restaurant,N/A,"Arabian, Biryani, Mughlai, Fast Food, Shawarma, Desserts","₹1,100 for two",https://www.zomato.com/bangalore/barkaas-arabic-restaurant-whitefield-bangalore/info
Whitefield,BLR Brewing Co.,N/A,"North Indian, Continental, Asian, Chinese, Pizza","₹1,600 for two",https://www.zomato.com/bangalore/blr-brewing-co-1-whitefield-bangalore/info
Whitefield,Umbaa Pub And Kitchen,N/A,"Bar Food, North Indian, Mughlai, Continental, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/umbaa-pub-and-kitchen-1-itpl-main-road-whitefield-bangalore/info
Whitefield,Jollygunj,N/A,"North Indian, Bar Food, Biryani, Alcoholic Beverages, Kebab, Desserts, Street Food, Rolls","₹2,100 for two",https://www.zomato.com/bangalore/jollygunj-whitefield-bangalore/info
Whitefield,Biergarten,N/A,"North Indian, Continental, European, BBQ, Chinese, Asian, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/biergarten-mahadevapura-bangalore/info
Whitefield,Mannheim Craft Brewery,N/A,"North Indian, Asian, American, Desserts, BBQ","₹1,800 for two",https://www.zomato.com/bangalore/mannheim-craft-brewery-whitefield-bangalore/info
Whitefield,The Yard,N/A,"Continental, Italian, Asian, Japanese, Biryani, Desserts, North Indian, Chinese","₹2,400 for two",https://www.zomato.com/bangalore/the-yard-brookefield-bangalore/info
Whitefield,Maize & Malt,N/A,"Continental, Asian, South Indian, North Indian, Salad, Momos, Desserts","₹2,600 for two",https://www.zomato.com/bangalore/maize-malt-whitefield-bangalore/info
Whitefield,Beige,N/A,"Italian, Mexican, Asian","₹2,000 for two",https://www.zomato.com/bangalore/beige-2-marathahalli-bangalore/info
Whitefield,Mainland China,N/A,"Chinese, Asian, Seafood, Sushi, Bar Food, Beverages","₹2,300 for two",https://www.zomato.com/bangalore/mainland-china-whitefield/info
Whitefield,Long Boat Brewing Co.,N/A,"Chinese, Asian, North Indian, Pizza, South Indian, Continental","₹2,000 for two",https://www.zomato.com/bangalore/long-boat-brewing-co-marathahalli-bangalore/info
Whitefield,Proxy | Resto Bar,N/A,"North Indian, Chinese, Pizza, Beverages, Coffee, Asian","₹1,500 for two",https://www.zomato.com/bangalore/proxy-resto-bar-brookefield-bangalore/info
Whitefield,ABV - Artisanal Bier Village,N/A,"Continental, Asian, North Indian, Italian","₹2,500 for two",https://www.zomato.com/bangalore/abv-artisanal-bier-village-whitefield-bangalore/info
Whitefield,Dobaraa,N/A,"Continental, North Indian, Italian, Mexican, Salad, Desserts","₹2,700 for two",https://www.zomato.com/bangalore/dobaraa-mahadevapura-bangalore/info
Whitefield,Kaavu,N/A,"North Indian, Cafe, Italian, Continental","₹1,500 for two",https://www.zomato.com/bangalore/kaavu-whitefield-bangalore/info
Whitefield,Go Native,N/A,"North Indian, Healthy Food, American, Pizza, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/go-native-mahadevapura-bangalore/info
Whitefield,Roxie & Barry,N/A,"European, Italian, Pizza, North Indian, Continental, Asian, Japanese, Pasta","₹1,500 for two",https://www.zomato.com/bangalore/roxie-barry-whitefield-bangalore/info
Whitefield,The Whitefield Arms Pub & Microbrewery,N/A,"Modern Indian, Continental, BBQ","₹2,900 for two",https://www.zomato.com/bangalore/the-whitefield-arms-pub-microbrewery-whitefield-bangalore/info
Whitefield,OASIS BREWERY,N/A,"Asian, Modern Indian, South Indian, Burger, Pizza, Beverages, Salad, Mexican","₹1,500 for two",https://www.zomato.com/bangalore/oasis-brewery-mahadevapura-bangalore/info
Whitefield,Isiri Restobar,N/A,"North Indian, Bar Food, Desserts, Beverages","₹1,900 for two",https://www.zomato.com/bangalore/isiri-restobar-marathahalli-bangalore/info
Whitefield,Sky Garden,N/A,"Continental, North Indian, Pizza, Asian, Pasta, Chinese, Desserts, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/sky-garden-whitefield-bangalore/info
Whitefield,Zaffran - North West Frontier Kitchen & Bar By TBC,N/A,"North Indian, Mughlai, Biryani, Seafood, Kebab, Ice Cream, Desserts, Bar Food","₹1,500 for two",https://www.zomato.com/bangalore/zaffran-north-west-frontier-kitchen-bar-by-tbc-marathahalli-bangalore/info
Whitefield,Underdoggs Whitefield,N/A,"North Indian, Chinese, Fast Food, Mexican, Kebab, Salad","₹2,300 for two",https://www.zomato.com/bangalore/underdoggs-whitefield-itpl-main-road-whitefield-bangalore/info
Whitefield,LMNO,N/A,"Asian, Pizza, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/lmno-marathahalli-bangalore/info
Whitefield,Brix and Barrells,N/A,"Mediterranean, Pizza, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/brix-and-barrells-mahadevapura-bangalore/info
Whitefield,The Pump House,N/A,"Continental, Chinese, North Indian, Italian, Asian, Salad, Pizza, Desserts","₹2,500 for two",https://www.zomato.com/bangalore/the-pump-house-seegehalli-bangalore/info
Whitefield,153 Biere Street,N/A,"Asian, Continental, North Indian, Malaysian, Italian, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore/info
Whitefield,Chowman,N/A,"Chinese, Asian, Thai, Seafood, Sichuan, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/chowman-aecs-layout-bangalore/info
Whitefield,Proxy,N/A,"Finger Food, Street Food, Pasta, Bar Food, Desserts","₹1,200 for two",https://www.zomato.com/bangalore/proxy-mahadevapura-bangalore/info
Whitefield,Jamie Oliver's Pizzeria,N/A,"Italian, Pizza, Pasta, Fast Food, Salad, Continental","₹1,500 for two",https://www.zomato.com/bangalore/jamie-olivers-pizzeria-whitefield-bangalore/info
Whitefield,Ishaara,N/A,"Biryani, North Indian, Kebab, Mughlai, Desserts","₹2,100 for two",https://www.zomato.com/bangalore/ishaara-kr-puram-bangalore/info
Whitefield,Red Rhino,N/A,"North Indian, Mediterranean, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/red-rhino-whitefield-bangalore/info
Whitefield,33&Brew,N/A,"Burger, Beverages, Sandwich, Desserts","₹2,500 for two",https://www.zomato.com/bangalore/33-brew-1-brookefield-bangalore/info
Whitefield,Gold Rush Brews,N/A,"North Indian, Italian, Asian, Continental, American, South Indian, Beverages, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/gold-rush-brews-kr-puram-bangalore/info
Whitefield,Noodle Bar,N/A,"Asian, Oriental, Chinese, Thai, Desserts, Beverages","₹1,700 for two",https://www.zomato.com/bangalore/noodle-bar-whitefield/info
Whitefield,YouMee,N/A,"Chinese, Asian, Sushi, Japanese, Desserts, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/youmee-whitefield-bangalore/info
Whitefield,ASF- Ancient Stone Flames BBQ & Grill,N/A,"BBQ, North Indian, Chinese, Mediterranean, Desserts, Asian, South Indian, Italian","₹2,300 for two",https://www.zomato.com/bangalore/asf-ancient-stone-flames-bbq-grill-whitefield-bangalore/info
Whitefield,Smoor,N/A,"Desserts, Bakery, Beverages, Shake","₹1,200 for two",https://www.zomato.com/bangalore/smoor-6-whitefield-bangalore/info
Whitefield,Poco A Poco - Global Food & Music,N/A,"Steak, Continental, North Indian, Oriental, American, Italian, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/poco-a-poco-global-food-music-whitefield-bangalore/info
Whitefield,Biere Kraft Brew & Kitchen,N/A,"North Indian, Chinese, Pizza, Burger, Desserts, Italian, Continental, Pasta","₹2,000 for two",https://www.zomato.com/bangalore/biere-kraft-brew-kitchen-marathahalli-bangalore/info
Whitefield,The Pizza Bakery - Wood Fired Sourdough,N/A,"Pizza, Italian, Pasta, Salad, Desserts, Continental","₹1,300 for two",https://www.zomato.com/bangalore/the-pizza-bakery-wood-fired-sourdough-brookefield-bangalore/info
Whitefield,Chai Point,N/A,Tea,₹400 for two,https://www.zomato.com/bangalore/chai-point-mahadevapura-bangalore/info
Whitefield,Chinese Wok,N/A,"Momos, Chinese",₹700 for two,https://www.zomato.com/bangalore/chinese-wok-marathahalli-bangalore/info
Whitefield,Salt - Indian Restaurant Bar & Grill,N/A,"North Indian, Seafood, Biryani, Mughlai","₹1,800 for two",https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-itpl-main-road-whitefield-bangalore/info
Whitefield,Breads And Banter,N/A,"American, Cafe, Continental, Pizza, Pasta, Fast Food, Desserts, Beverages",₹950 for two,https://www.zomato.com/bangalore/breads-and-banter-aecs-layout-bangalore/info
Whitefield,1882 Restaurant - DoubleTree by Hilton Whitefield,N/A,"Continental, Asian, North Indian, Modern Indian","₹3,000 for two",https://www.zomato.com/bangalore/1882-restaurant-doubletree-by-hilton-whitefield-brookefield-bangalore/info
Whitefield,Jamming Goat 3.0,N/A,"Bar Food, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/jamming-goat-3-0-marathahalli-bangalore/info
Whitefield,NXT.DOOR Trinity Whitefield Bengaluru,N/A,"Beverages, Chinese, Burger, Sandwich, Desserts, Bakery","₹2,000 for two",https://www.zomato.com/bangalore/nxt-door-trinity-whitefield-bengaluru-whitefield-bangalore/info
Whitefield,Jolly Johnny's Bar,N/A,"Bar Food, Chinese, North Indian","₹1,000 for two",https://www.zomato.com/bangalore/jolly-johnnys-bar-whitefield-bangalore/info
Whitefield,Dhaba Stories,N/A,North Indian,₹400 for two,https://www.zomato.com/bangalore/dhaba-stories-brookefield-bangalore/info
Whitefield,Punjab Grill,N/A,"North Indian, Kebab, Biryani, Mughlai","₹2,000 for two",https://www.zomato.com/bangalore/punjab-grill-whitefield-bangalore/info
Whitefield,Amoeba Sports Bar,N/A,"Continental, Chinese, North Indian, Mughlai, Sichuan","₹1,900 for two",https://www.zomato.com/bangalore/amoeba-sports-bar-whitefield-bangalore/info
Whitefield,Cha Hong Kong Eating House,N/A,"Chinese, Sushi, Asian, Japanese, Salad, Desserts","₹1,000 for two",https://www.zomato.com/bangalore/cha-hong-kong-eating-house-whitefield-bangalore/info
Whitefield,"Anthara - Taproom, Cafe & Kitchen",N/A,"Pasta, Continental, French, American, Burger, Coffee, Tea","₹1,600 for two",https://www.zomato.com/bangalore/anthara-taproom-cafe-kitchen-marathahalli-bangalore/info
Whitefield,Kava Kitchen & Bar - Fairfield by Marriott,N/A,"North Indian, Continental, Salad, Mughlai, Fast Food, Beverages","₹2,400 for two",https://www.zomato.com/bangalore/kava-kitchen-bar-fairfield-by-marriott-mahadevapura-bangalore/info
Whitefield,Bologna,N/A,"Italian, Desserts, Pizza, Pasta","₹2,300 for two",https://www.zomato.com/bangalore/bologna-1-whitefield-bangalore/info
Whitefield,Layla: An Indian-Terrannean Love Story,N/A,"Mediterranean, Desserts","₹4,500 for two",https://www.zomato.com/bangalore/layla-an-indian-terrannean-love-story-whitefield-bangalore/info
Whitefield,Daily Sushi,N/A,"Sushi, Rolls, Korean, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/daily-sushi-whitefield-bangalore/info
Whitefield,Whitefield SOCIAL,N/A,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Korean, Beverages","₹1,500 for two",https://www.zomato.com/WhitefieldSocial/info
Whitefield,Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,N/A,"Continental, South Indian, North Indian, Desserts, Beverages","₹5,500 for two",https://www.zomato.com/bangalore/feast-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-whitefield-bangalore/info
Whitefield,BudBee Zodiac Bar & Kitchen,N/A,"North Indian, Chinese, Biryani, Pizza, Continental, Desserts","₹1,500 for two",https://www.zomato.com/bangalore/budbee-zodiac-bar-kitchen-marathahalli-bangalore/info
Whitefield,Paradise Biryani - A Legend Since 1953,N/A,"Biryani, Kebab, North Indian, Rolls, Chinese, Desserts","₹1,100 for two",https://www.zomato.com/bangalore/paradise-biryani-a-legend-since-1953-itpl-main-road-whitefield-bangalore/info
Whitefield,Hitchki,N/A,"North Indian, Chinese, Continental, Biryani, Finger Food, Bar Food, Desserts, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/hitchki-kr-puram-bangalore/info
Whitefield,Cold Stone Creamery,N/A,"Beverages, Desserts, Ice Cream, Shake, Waffle, Cake",₹400 for two,https://www.zomato.com/bangalore/cold-stone-creamery-whitefield/info
Whitefield,Si Nonna's - The Original Sourdough Pizza,N/A,"Pizza, Italian, Desserts, Coffee, Beverages","₹1,600 for two",https://www.zomato.com/bangalore/si-nonnas-the-original-sourdough-pizza-whitefield-bangalore/info
Whitefield,Szechuan Dragon,N/A,"Chinese, Asian, Thai, Beverages",₹800 for two,https://www.zomato.com/bangalore/szechuan-dragon-aecs-layout-bangalore/info
Whitefield,Toscano,N/A,"Pizza, Italian, Pasta, Continental, Seafood, Steak, Beverages","₹2,300 for two",https://www.zomato.com/bangalore/toscano-itpl-main-road-whitefield-bangalore/info
Whitefield,Gardenwoods - Rooftop Buffet,N/A,"North Indian, South Indian, Chinese, Desserts",₹600 for two,https://www.zomato.com/bangalore/gardenwoods-rooftop-buffet-whitefield-bangalore/info
Whitefield,M Cafe - Bengaluru Marriott Hotel Whitefield,N/A,"North Indian, Continental, Italian, Thai","₹3,800 for two",https://www.zomato.com/bangalore/m-cafe-bengaluru-marriott-hotel-whitefield-whitefield/info
Whitefield,Flechazo Gold,N/A,"Indian, Mediterranean","₹2,400 for two",https://www.zomato.com/bangalore/flechazo-gold-whitefield-bangalore/info
Whitefield,Copper Chimney,N/A,"North Indian, Mughlai, Biryani, Kebab, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/copper-chimney-mahadevapura-bangalore/info
Whitefield,GOPIZZA,N/A,"Pizza, Fast Food, Beverages",₹500 for two,https://www.zomato.com/bangalore/gopizza-1-whitefield-bangalore/info
Whitefield,The Fat Chef,N/A,"Italian, Desserts, Beverages, European, American, Cafe, Salad, Burmese","₹1,400 for two",https://www.zomato.com/bangalore/the-fat-chef-whitefield-bangalore/info
Whitefield,Chowki Multicuisine Restaurant,N/A,"North Indian, Chinese, Seafood, Fast Food, Biryani, Sichuan, Desserts, Beverages","₹1,700 for two",https://www.zomato.com/bangalore/chowki-multicuisine-restaurant-whitefield-bangalore/info
Whitefield,Qulcha,N/A,North Indian,"₹1,000 for two",https://www.zomato.com/bangalore/qulcha-brookefield-bangalore/info
Whitefield,Oh! Calcutta,N/A,"Bengali, Seafood, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/oh-calcutta-whitefield-bangalore/info
Whitefield,Sorso Taproom & Kitchen,N/A,"Chinese, Pizza, Biryani","₹1,800 for two",https://www.zomato.com/bangalore/sorso-taproom-kitchen-mahadevapura-bangalore/info
Whitefield,Belle Ville Pancake Cafe,N/A,"Cafe, Desserts, Pancake",₹300 for two,https://www.zomato.com/bangalore/belle-ville-pancake-cafe-1-mahadevapura-bangalore/info
Whitefield,Oak Tavern,N/A,"Continental, North Indian","₹1,200 for two",https://www.zomato.com/bangalore/oak-tavern-whitefield/info
Whitefield,Bogineni Coffee,N/A,"Cafe, Coffee, Beverages",₹400 for two,https://www.zomato.com/bangalore/bogineni-coffee-seegehalli-bangalore/info
Whitefield,Kake Di Hatti,N/A,"Kebab, Beverages, North Indian, Continental, Ice Cream, Chinese","₹1,000 for two",https://www.zomato.com/bangalore/kake-di-hatti-whitefield-bangalore/info
Whitefield,Windmills,N/A,"Continental, North Indian, Mughlai, Kebab, Desserts","₹3,500 for two",https://www.zomato.com/bangalore/windmills-1-whitefield-bangalore/info
Whitefield,The Eatery - Four Points By Sheraton Bengaluru,N/A,"North Indian, Chinese, Continental, Fast Food","₹2,300 for two",https://www.zomato.com/bangalore/the-eatery-four-points-by-sheraton-bengaluru-whitefield-bangalore/info
Whitefield,Paris Panini - Gourmet Sandwiches & Wraps,N/A,"Sandwich, Wraps, Pasta, Salad, Desserts, Continental",₹700 for two,https://www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-whitefield-bangalore/info
Whitefield,Buffalo Wild Wings,N/A,"American, Mexican, Fast Food, Burger","₹1,900 for two",https://www.zomato.com/bangalore/buffalo-wild-wings-mahadevapura-bangalore/info
Whitefield,1947,N/A,"North Indian, Chinese, Salad, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/1947-kr-puram-bangalore/info
Whitefield,Toit Mahadevapura,N/A,"Italian, American, European","₹1,000 for two",https://www.zomato.com/bangalore/toit-mahadevapura-mahadevapura-bangalore/info
Whitefield,TherPUP - a Dog Cafe,N/A,"Pizza, Burger, Fast Food, Sandwich",₹700 for two,https://www.zomato.com/bangalore/therpup-a-dog-cafe-itpl-main-road-whitefield-bangalore/info
Whitefield,Om Agarwal Bhavan,N/A,"North Indian, Desserts, Mithai, Street Food",₹400 for two,https://www.zomato.com/bangalore/om-agarwal-bhavan-brookefield-bangalore/info
Whitefield,Caffe Allora,N/A,"Pizza, Pasta, Italian","₹1,700 for two",https://www.zomato.com/bangalore/caffe-allora-1-kr-puram-bangalore/info
Whitefield,Beijing Bites,N/A,"Chinese, Asian, Thai, Seafood, Desserts, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/beijing-bites-1-whitefield/info
Whitefield,Chill,N/A,"North Indian, Chinese, Continental","₹2,100 for two",https://www.zomato.com/bangalore/chill-whitefield-bangalore/info
Whitefield,Bhagini Kitchen And Bar,N/A,"Oriental, North Indian, Andhra, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/bhagini-kitchen-and-bar-varthur-main-road-whitefield-bangalore/info
Whitefield,Drip - DoubleTree by Hilton Whitefield,N/A,"Bakery, Desserts, Fast Food",₹700 for two,https://www.zomato.com/bangalore/drip-doubletree-by-hilton-whitefield-brookefield-bangalore/info
Whitefield,Herbs & Spices,N/A,"Mexican, Pasta, Fast Food, North Indian, Italian, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/herbs-spices-whitefield-bangalore/info
Whitefield,Bhagini Kitchen and Bar,N/A,"Andhra, Chinese, Mughlai, North Indian","₹1,000 for two",https://www.zomato.com/bangalore/bhagini-kitchen-and-bar-whitefield-bangalore/info
